symbol,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp
UBER,"Uber Technologies, Inc.",72.53,2.83567,2,4438750,70.115,72.69,101.99,60.63,150705037534,81.849,89.02815,NYSE,71.25,70.53,1771429399
